pyenv-virtualenv: prompt changing will be removed from future release. configure `export PYENV_VIRTUALENV_DISABLE_PROMPT=1' to simulate the behavior.
Train Epoch: 9 [46080/60000 (77%)]	Loss: 0.250042 0.9375
Train Epoch: 9 [48640/60000 (81%)]	Loss: 0.812528 0.796875
Train Epoch: 9 [51200/60000 (85%)]	Loss: 0.375040 0.90625
Train Epoch: 9 [53760/60000 (90%)]	Loss: 0.250040 0.9375
Train Epoch: 9 [56320/60000 (94%)]	Loss: 0.250039 0.9375
Train Epoch: 9 [58880/60000 (98%)]	Loss: 0.562532 0.859375
====> Epoch: 9 Average loss: 0.3975

Test set: Average loss: 25.7092, Accuracy: (90%)

Train Epoch: 10 [0/60000 (0%)]	Loss: 0.500033 0.875
Train Epoch: 10 [2560/60000 (4%)]	Loss: 0.562531 0.859375
Train Epoch: 10 [5120/60000 (9%)]	Loss: 0.437534 0.890625
Train Epoch: 10 [7680/60000 (13%)]	Loss: 0.375034 0.90625
Train Epoch: 10 [10240/60000 (17%)]	Loss: 0.437531 0.890625
Train Epoch: 10 [12800/60000 (21%)]	Loss: 0.562528 0.859375
Train Epoch: 10 [15360/60000 (26%)]	Loss: 0.375032 0.90625
Train Epoch: 10 [17920/60000 (30%)]	Loss: 0.687524 0.828125
Train Epoch: 10 [20480/60000 (34%)]	Loss: 0.375030 0.90625
Train Epoch: 10 [23040/60000 (38%)]	Loss: 0.312531 0.921875
Train Epoch: 10 [25600/60000 (43%)]	Loss: 0.187531 0.953125
Train Epoch: 10 [28160/60000 (47%)]	Loss: 0.375028 0.90625
Train Epoch: 10 [30720/60000 (51%)]	Loss: 0.687522 0.828125
Train Epoch: 10 [33280/60000 (55%)]	Loss: 0.562523 0.859375
Train Epoch: 10 [35840/60000 (60%)]	Loss: 0.500024 0.875
Train Epoch: 10 [38400/60000 (64%)]	Loss: 0.312527 0.921875
Train Epoch: 10 [40960/60000 (68%)]	Loss: 0.375025 0.90625
Train Epoch: 10 [43520/60000 (72%)]	Loss: 0.500023 0.875
Train Epoch: 10 [46080/60000 (77%)]	Loss: 0.625021 0.84375
Train Epoch: 10 [48640/60000 (81%)]	Loss: 0.312525 0.921875
Train Epoch: 10 [51200/60000 (85%)]	Loss: 0.250025 0.9375
Train Epoch: 10 [53760/60000 (90%)]	Loss: 0.500021 0.875
Train Epoch: 10 [56320/60000 (94%)]	Loss: 0.562520 0.859375
Train Epoch: 10 [58880/60000 (98%)]	Loss: 0.625019 0.84375
====> Epoch: 10 Average loss: 0.3976

Test set: Average loss: 25.8103, Accuracy: (90%)

Train Epoch: 11 [0/60000 (0%)]	Loss: 0.125025 0.96875
Train Epoch: 11 [2560/60000 (4%)]	Loss: 0.375021 0.90625
Train Epoch: 11 [5120/60000 (9%)]	Loss: 0.500019 0.875
Train Epoch: 11 [7680/60000 (13%)]	Loss: 0.375020 0.90625
Train Epoch: 11 [10240/60000 (17%)]	Loss: 0.250022 0.9375
Train Epoch: 11 [12800/60000 (21%)]	Loss: 0.312520 0.921875
Train Epoch: 11 [15360/60000 (26%)]	Loss: 0.500017 0.875
Train Epoch: 11 [17920/60000 (30%)]	Loss: 0.312520 0.921875
Train Epoch: 11 [20480/60000 (34%)]	Loss: 0.187521 0.953125
Train Epoch: 11 [23040/60000 (38%)]	Loss: 0.500017 0.875
Train Epoch: 11 [25600/60000 (43%)]	Loss: 0.500016 0.875
Train Epoch: 11 [28160/60000 (47%)]	Loss: 0.187519 0.953125
Train Epoch: 11 [30720/60000 (51%)]	Loss: 0.312517 0.921875
Train Epoch: 11 [33280/60000 (55%)]	Loss: 0.187519 0.953125
Train Epoch: 11 [35840/60000 (60%)]	Loss: 0.312517 0.921875
Train Epoch: 11 [38400/60000 (64%)]	Loss: 0.375016 0.90625
Train Epoch: 11 [40960/60000 (68%)]	Loss: 0.312516 0.921875
Train Epoch: 11 [43520/60000 (72%)]	Loss: 0.375015 0.90625
Train Epoch: 11 [46080/60000 (77%)]	Loss: 0.312516 0.921875
